
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 22:49:14
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 1380/4187  Loss: 0.212082 (t=0.125328, q=0.008675)  Tiempo: 115.7s
[Train][Epoca 1/40] Batch 1400/4187  Loss: 0.210889 (t=0.163230, q=0.004766)  Tiempo: 116.9s
[Train][Epoca 1/40] Batch 1420/4187  Loss: 0.646868 (t=0.162270, q=0.048460)  Tiempo: 118.1s
[Train][Epoca 1/40] Batch 1440/4187  Loss: 0.358031 (t=0.136994, q=0.022104)  Tiempo: 119.3s
[Train][Epoca 1/40] Batch 1460/4187  Loss: 0.292365 (t=0.103102, q=0.018926)  Tiempo: 120.5s
[Train][Epoca 1/40] Batch 1480/4187  Loss: 0.390624 (t=0.136269, q=0.025435)  Tiempo: 121.7s
[Train][Epoca 1/40] Batch 1500/4187  Loss: 0.187780 (t=0.110951, q=0.007683)  Tiempo: 122.8s
[Train][Epoca 1/40] Batch 1520/4187  Loss: 0.380732 (t=0.135721, q=0.024501)  Tiempo: 124.0s
[Train][Epoca 1/40] Batch 1540/4187  Loss: 0.400135 (t=0.187440, q=0.021270)  Tiempo: 125.2s
[Train][Epoca 1/40] Batch 1560/4187  Loss: 0.245737 (t=0.186488, q=0.005925)  Tiempo: 126.4s
[Train][Epoca 1/40] Batch 1580/4187  Loss: 0.456653 (t=0.167176, q=0.028948)  Tiempo: 127.6s
[Train][Epoca 1/40] Batch 1600/4187  Loss: 0.287180 (t=0.161079, q=0.012610)  Tiempo: 128.8s
[Train][Epoca 1/40] Batch 1620/4187  Loss: 0.248264 (t=0.093035, q=0.015523)  Tiempo: 130.0s
[Train][Epoca 1/40] Batch 1640/4187  Loss: 0.221758 (t=0.149902, q=0.007186)  Tiempo: 131.2s
[Train][Epoca 1/40] Batch 1660/4187  Loss: 0.294579 (t=0.151993, q=0.014259)  Tiempo: 132.3s
[Train][Epoca 1/40] Batch 1680/4187  Loss: 0.703482 (t=0.208340, q=0.049514)  Tiempo: 133.5s
[Train][Epoca 1/40] Batch 1700/4187  Loss: 0.311352 (t=0.117673, q=0.019368)  Tiempo: 134.7s
[Train][Epoca 1/40] Batch 1720/4187  Loss: 0.378668 (t=0.138341, q=0.024033)  Tiempo: 135.9s
[Train][Epoca 1/40] Batch 1740/4187  Loss: 0.342907 (t=0.108926, q=0.023398)  Tiempo: 137.0s
[Train][Epoca 1/40] Batch 1760/4187  Loss: 0.723916 (t=0.176030, q=0.054789)  Tiempo: 138.2s
[Train][Epoca 1/40] Batch 1780/4187  Loss: 0.367308 (t=0.200592, q=0.016672)  Tiempo: 139.4s
[Train][Epoca 1/40] Batch 1800/4187  Loss: 0.235228 (t=0.120472, q=0.011476)  Tiempo: 140.6s
[Train][Epoca 1/40] Batch 1820/4187  Loss: 0.458202 (t=0.210717, q=0.024748)  Tiempo: 141.8s
[Train][Epoca 1/40] Batch 1840/4187  Loss: 0.300775 (t=0.181293, q=0.011948)  Tiempo: 142.9s
[Train][Epoca 1/40] Batch 1860/4187  Loss: 0.851477 (t=0.185421, q=0.066606)  Tiempo: 144.0s
[Train][Epoca 1/40] Batch 1880/4187  Loss: 0.267585 (t=0.097092, q=0.017049)  Tiempo: 145.2s
[Train][Epoca 1/40] Batch 1900/4187  Loss: 0.333628 (t=0.117132, q=0.021650)  Tiempo: 146.4s
